file_id,corpus,pseudo_speaker
clip_08734,CREMA-D,CREMA-D_001
clip_08735,CREMA-D,CREMA-D_049
clip_08736,CREMA-D,CREMA-D_041
clip_08737,CREMA-D,CREMA-D_031
clip_08739,TESS,TESS_000
clip_08740,RAVDESS,RAVDESS_002
clip_08742,CREMA-D,CREMA-D_022
clip_08743,RAVDESS,RAVDESS_009
clip_08744,TESS,TESS_001
clip_08745,CREMA-D,CREMA-D_063
clip_08746,CREMA-D,CREMA-D_067
clip_08747,CREMA-D,CREMA-D_068
clip_08750,CREMA-D,CREMA-D_040
clip_08752,CREMA-D,CREMA-D_010
clip_08753,CREMA-D,CREMA-D_042
clip_08754,TESS,TESS_000
clip_08755,CREMA-D,CREMA-D_065
clip_08756,RAVDESS,RAVDESS_009
clip_08757,TESS,TESS_001
clip_08759,TESS,TESS_001
clip_08760,CREMA-D,CREMA-D_059
clip_08761,CREMA-D,CREMA-D_012
clip_08763,CREMA-D,CREMA-D_065
clip_08764,TESS,TESS_001
clip_08765,CREMA-D,CREMA-D_003
clip_08769,CREMA-D,CREMA-D_062
clip_08770,TESS,TESS_001
clip_08771,CREMA-D,CREMA-D_056
clip_08772,RAVDESS,RAVDESS_003
clip_08773,TESS,TESS_000
clip_08774,CREMA-D,CREMA-D_045
clip_08775,CREMA-D,CREMA-D_069
clip_08776,CREMA-D,CREMA-D_021
clip_08777,CREMA-D,CREMA-D_035
clip_08778,CREMA-D,CREMA-D_020
clip_08779,TESS,TESS_001
clip_08781,TESS,TESS_000
clip_08783,RAVDESS,RAVDESS_014
clip_08784,TESS,TESS_001
clip_08785,CREMA-D,CREMA-D_062
clip_08786,CREMA-D,CREMA-D_031
clip_08787,CREMA-D,CREMA-D_007
clip_08788,TESS,TESS_000
clip_08789,RAVDESS,RAVDESS_000
clip_08790,CREMA-D,CREMA-D_054
clip_08791,CREMA-D,CREMA-D_053
clip_08792,CREMA-D,CREMA-D_052
clip_08793,CREMA-D,CREMA-D_032
clip_08794,CREMA-D,CREMA-D_037
clip_08796,CREMA-D,CREMA-D_039
clip_08797,CREMA-D,CREMA-D_053
clip_08798,CREMA-D,CREMA-D_019
clip_08799,CREMA-D,CREMA-D_001
clip_08800,CREMA-D,CREMA-D_034
clip_08802,TESS,TESS_000
clip_08803,CREMA-D,CREMA-D_032
clip_08804,CREMA-D,CREMA-D_012
clip_08805,RAVDESS,RAVDESS_000
clip_08806,TESS,TESS_001
clip_08807,CREMA-D,CREMA-D_057
clip_08808,TESS,TESS_000
clip_08809,CREMA-D,CREMA-D_006
clip_08810,CREMA-D,CREMA-D_016
clip_08812,TESS,TESS_000
clip_08813,TESS,TESS_000
clip_08814,CREMA-D,CREMA-D_025
clip_08816,CREMA-D,CREMA-D_011
clip_08817,TESS,TESS_000
clip_08818,CREMA-D,CREMA-D_038
clip_08819,CREMA-D,CREMA-D_054
clip_08820,CREMA-D,CREMA-D_040
clip_08821,CREMA-D,CREMA-D_067
clip_08822,CREMA-D,CREMA-D_050
clip_08823,CREMA-D,CREMA-D_007
clip_08824,CREMA-D,CREMA-D_007
clip_08825,CREMA-D,CREMA-D_001
clip_08827,CREMA-D,CREMA-D_051
clip_08828,CREMA-D,CREMA-D_059
clip_08829,CREMA-D,CREMA-D_025
clip_08831,CREMA-D,CREMA-D_002
clip_08833,CREMA-D,CREMA-D_050
clip_08836,TESS,TESS_000
clip_08839,CREMA-D,CREMA-D_003
clip_08840,RAVDESS,RAVDESS_006
clip_08843,CREMA-D,CREMA-D_070
clip_08844,CREMA-D,CREMA-D_031
clip_08846,TESS,TESS_000
clip_08847,CREMA-D,CREMA-D_014
clip_08848,TESS,TESS_000
clip_08849,TESS,TESS_000
clip_08850,CREMA-D,CREMA-D_033
clip_08851,RAVDESS,RAVDESS_006
clip_08852,CREMA-D,CREMA-D_026
clip_08853,CREMA-D,CREMA-D_022
clip_08854,RAVDESS,RAVDESS_019
clip_08855,CREMA-D,CREMA-D_000
clip_08857,TESS,TESS_000
clip_08858,CREMA-D,CREMA-D_014
clip_08859,CREMA-D,CREMA-D_042
clip_08860,CREMA-D,CREMA-D_019
clip_08861,CREMA-D,CREMA-D_014
clip_08862,TESS,TESS_001
clip_08863,CREMA-D,CREMA-D_059
clip_08864,CREMA-D,CREMA-D_020
clip_08865,RAVDESS,RAVDESS_014
clip_08866,TESS,TESS_001
clip_08867,RAVDESS,RAVDESS_012
clip_08868,CREMA-D,CREMA-D_017
clip_08869,CREMA-D,CREMA-D_009
clip_08870,CREMA-D,CREMA-D_017
clip_08871,CREMA-D,CREMA-D_015
clip_08872,CREMA-D,CREMA-D_041
clip_08873,UNKNOWN,UNKNOWN_pool
clip_08875,CREMA-D,CREMA-D_026
clip_08876,CREMA-D,CREMA-D_051
clip_08877,CREMA-D,CREMA-D_060
clip_08878,CREMA-D,CREMA-D_030
clip_08879,TESS,TESS_001
clip_08880,CREMA-D,CREMA-D_027
clip_08881,UNKNOWN,UNKNOWN_pool
clip_08882,CREMA-D,CREMA-D_052
clip_08883,CREMA-D,CREMA-D_036
clip_08885,TESS,TESS_000
clip_08886,TESS,TESS_000
clip_08887,TESS,TESS_000
clip_08888,CREMA-D,CREMA-D_032
clip_08889,TESS,TESS_001
clip_08891,TESS,TESS_000
clip_08892,TESS,TESS_001
clip_08893,CREMA-D,CREMA-D_001
clip_08894,UNKNOWN,UNKNOWN_pool
clip_08895,UNKNOWN,UNKNOWN_pool
clip_08896,CREMA-D,CREMA-D_058
clip_08900,CREMA-D,CREMA-D_071
clip_08901,TESS,TESS_000
clip_08902,CREMA-D,CREMA-D_018
clip_08903,CREMA-D,CREMA-D_005
clip_08904,RAVDESS,RAVDESS_015
clip_08905,CREMA-D,CREMA-D_063
clip_08906,CREMA-D,CREMA-D_016
clip_08908,TESS,TESS_001
clip_08909,TESS,TESS_001
clip_08910,TESS,TESS_001
clip_08911,CREMA-D,CREMA-D_000
clip_08912,TESS,TESS_001
clip_08913,CREMA-D,CREMA-D_019
clip_08914,TESS,TESS_000
clip_08915,RAVDESS,RAVDESS_014
clip_08916,CREMA-D,CREMA-D_030
clip_08917,CREMA-D,CREMA-D_040
clip_08918,CREMA-D,CREMA-D_006
clip_08919,CREMA-D,CREMA-D_036
clip_08920,TESS,TESS_001
clip_08921,CREMA-D,CREMA-D_021
clip_08922,RAVDESS,RAVDESS_015
clip_08923,RAVDESS,RAVDESS_019
clip_08924,CREMA-D,CREMA-D_012
clip_08925,CREMA-D,CREMA-D_053
clip_08926,RAVDESS,RAVDESS_012
clip_08927,CREMA-D,CREMA-D_041
clip_08931,CREMA-D,CREMA-D_058
clip_08932,TESS,TESS_001
clip_08933,CREMA-D,CREMA-D_051
clip_08934,CREMA-D,CREMA-D_036
clip_08935,CREMA-D,CREMA-D_021
clip_08936,TESS,TESS_000
clip_08938,CREMA-D,CREMA-D_007
clip_08939,CREMA-D,CREMA-D_023
clip_08940,CREMA-D,CREMA-D_020
clip_08941,CREMA-D,CREMA-D_016
clip_08942,TESS,TESS_000
clip_08943,TESS,TESS_001
clip_08945,TESS,TESS_000
clip_08946,CREMA-D,CREMA-D_036
clip_08947,CREMA-D,CREMA-D_022
clip_08948,TESS,TESS_001
clip_08949,CREMA-D,CREMA-D_050
clip_08951,RAVDESS,RAVDESS_007
clip_08952,CREMA-D,CREMA-D_048
clip_08953,CREMA-D,CREMA-D_062
clip_08954,CREMA-D,CREMA-D_010
clip_08955,CREMA-D,CREMA-D_054
clip_08957,CREMA-D,CREMA-D_065
clip_08958,TESS,TESS_000
clip_08959,CREMA-D,CREMA-D_017
clip_08960,CREMA-D,CREMA-D_043
clip_08961,RAVDESS,RAVDESS_005
clip_08962,CREMA-D,CREMA-D_044
clip_08963,TESS,TESS_000
clip_08964,CREMA-D,CREMA-D_041
clip_08965,TESS,TESS_000
clip_08967,CREMA-D,CREMA-D_037
clip_08968,CREMA-D,CREMA-D_066
clip_08969,CREMA-D,CREMA-D_061
clip_08970,TESS,TESS_000
clip_08971,CREMA-D,CREMA-D_024
clip_08972,CREMA-D,CREMA-D_043
clip_08973,CREMA-D,CREMA-D_055
clip_08974,CREMA-D,CREMA-D_068
clip_08976,CREMA-D,CREMA-D_056
clip_08977,CREMA-D,CREMA-D_032
clip_08978,TESS,TESS_000
clip_08979,CREMA-D,CREMA-D_069
clip_08980,TESS,TESS_001
clip_08981,CREMA-D,CREMA-D_049
clip_08982,CREMA-D,CREMA-D_027
clip_08983,CREMA-D,CREMA-D_049
clip_08984,CREMA-D,CREMA-D_058
clip_08985,TESS,TESS_001
clip_08986,CREMA-D,CREMA-D_030
clip_08987,TESS,TESS_000
clip_08988,TESS,TESS_000
clip_08990,CREMA-D,CREMA-D_032
clip_08991,CREMA-D,CREMA-D_041
clip_08992,CREMA-D,CREMA-D_020
clip_08993,TESS,TESS_000
clip_08994,CREMA-D,CREMA-D_027
clip_08995,CREMA-D,CREMA-D_033
clip_08996,CREMA-D,CREMA-D_045
clip_08997,TESS,TESS_000
clip_08999,CREMA-D,CREMA-D_041
clip_09000,TESS,TESS_001
clip_09001,RAVDESS,RAVDESS_011
clip_09002,TESS,TESS_000
clip_09004,CREMA-D,CREMA-D_048
clip_09005,TESS,TESS_000
clip_09006,TESS,TESS_000
clip_09007,CREMA-D,CREMA-D_055
clip_09008,CREMA-D,CREMA-D_059
clip_09009,CREMA-D,CREMA-D_020
clip_09010,RAVDESS,RAVDESS_007
clip_09011,TESS,TESS_000
clip_09012,CREMA-D,CREMA-D_011
clip_09013,CREMA-D,CREMA-D_014
clip_09015,TESS,TESS_000
clip_09016,CREMA-D,CREMA-D_011
clip_09017,CREMA-D,CREMA-D_033
clip_09018,CREMA-D,CREMA-D_008
clip_09019,CREMA-D,CREMA-D_069
clip_09020,TESS,TESS_001
clip_09022,TESS,TESS_000
clip_09023,CREMA-D,CREMA-D_031
clip_09024,CREMA-D,CREMA-D_017
clip_09025,CREMA-D,CREMA-D_011
clip_09026,CREMA-D,CREMA-D_055
clip_09027,TESS,TESS_000
clip_09028,CREMA-D,CREMA-D_038
clip_09030,CREMA-D,CREMA-D_000
clip_09031,TESS,TESS_000
clip_09032,TESS,TESS_000
clip_09033,TESS,TESS_000
clip_09034,TESS,TESS_001
clip_09035,RAVDESS,RAVDESS_016
clip_09036,TESS,TESS_001
clip_09037,CREMA-D,CREMA-D_031
clip_09040,RAVDESS,RAVDESS_006
clip_09041,CREMA-D,CREMA-D_069
clip_09042,TESS,TESS_000
clip_09043,TESS,TESS_001
clip_09044,CREMA-D,CREMA-D_068
clip_09045,RAVDESS,RAVDESS_012
clip_09046,CREMA-D,CREMA-D_071
clip_09047,CREMA-D,CREMA-D_057
clip_09048,RAVDESS,RAVDESS_005
clip_09049,CREMA-D,CREMA-D_046
clip_09050,CREMA-D,CREMA-D_041
clip_09051,TESS,TESS_000
clip_09052,CREMA-D,CREMA-D_031
clip_09053,CREMA-D,CREMA-D_001
clip_09054,CREMA-D,CREMA-D_018
clip_09055,TESS,TESS_001
clip_09056,CREMA-D,CREMA-D_009
clip_09057,RAVDESS,RAVDESS_003
clip_09059,TESS,TESS_000
clip_09060,CREMA-D,CREMA-D_019
clip_09061,CREMA-D,CREMA-D_055
clip_09063,CREMA-D,CREMA-D_016
clip_09064,TESS,TESS_001
clip_09065,CREMA-D,CREMA-D_012
clip_09066,TESS,TESS_000
clip_09067,CREMA-D,CREMA-D_041
clip_09068,CREMA-D,CREMA-D_037
clip_09069,UNKNOWN,UNKNOWN_pool
clip_09070,CREMA-D,CREMA-D_070
clip_09071,CREMA-D,CREMA-D_044
clip_09072,CREMA-D,CREMA-D_064
clip_09073,CREMA-D,CREMA-D_005
clip_09074,CREMA-D,CREMA-D_062
clip_09075,CREMA-D,CREMA-D_068
clip_09076,CREMA-D,CREMA-D_041
clip_09077,RAVDESS,RAVDESS_007
clip_09078,CREMA-D,CREMA-D_008
clip_09079,TESS,TESS_001
clip_09080,CREMA-D,CREMA-D_008
clip_09081,TESS,TESS_001
clip_09082,TESS,TESS_000
clip_09083,CREMA-D,CREMA-D_001
clip_09084,CREMA-D,CREMA-D_038
clip_09085,TESS,TESS_000
clip_09086,CREMA-D,CREMA-D_071
clip_09087,CREMA-D,CREMA-D_057
clip_09089,CREMA-D,CREMA-D_050
clip_09090,CREMA-D,CREMA-D_008
clip_09091,CREMA-D,CREMA-D_018
clip_09092,CREMA-D,CREMA-D_017
clip_09094,CREMA-D,CREMA-D_062
clip_09095,RAVDESS,RAVDESS_001
clip_09096,CREMA-D,CREMA-D_026
clip_09097,TESS,TESS_000
clip_09098,CREMA-D,CREMA-D_043
clip_09099,UNKNOWN,UNKNOWN_pool
clip_09100,CREMA-D,CREMA-D_039
clip_09101,CREMA-D,CREMA-D_044
clip_09102,CREMA-D,CREMA-D_044
clip_09103,CREMA-D,CREMA-D_025
clip_09105,CREMA-D,CREMA-D_022
clip_09106,CREMA-D,CREMA-D_004
clip_09109,CREMA-D,CREMA-D_056
clip_09110,TESS,TESS_000
clip_09111,CREMA-D,CREMA-D_043
clip_09112,UNKNOWN,UNKNOWN_pool
clip_09113,TESS,TESS_001
clip_09114,CREMA-D,CREMA-D_013
clip_09115,CREMA-D,CREMA-D_003
clip_09116,CREMA-D,CREMA-D_039
clip_09117,TESS,TESS_001
clip_09118,TESS,TESS_001
clip_09119,TESS,TESS_000
clip_09121,CREMA-D,CREMA-D_025
clip_09122,RAVDESS,RAVDESS_019
clip_09123,CREMA-D,CREMA-D_025
clip_09126,CREMA-D,CREMA-D_048
clip_09127,RAVDESS,RAVDESS_015
clip_09128,CREMA-D,CREMA-D_034
clip_09129,CREMA-D,CREMA-D_065
clip_09130,CREMA-D,CREMA-D_024
clip_09134,CREMA-D,CREMA-D_062
clip_09135,TESS,TESS_000
clip_09136,CREMA-D,CREMA-D_006
clip_09137,CREMA-D,CREMA-D_048
clip_09138,CREMA-D,CREMA-D_029
clip_09139,TESS,TESS_000
clip_09140,CREMA-D,CREMA-D_010
clip_09143,TESS,TESS_000
clip_09144,CREMA-D,CREMA-D_044
clip_09145,CREMA-D,CREMA-D_011
clip_09147,CREMA-D,CREMA-D_033
clip_09148,CREMA-D,CREMA-D_032
clip_09149,CREMA-D,CREMA-D_048
clip_09150,CREMA-D,CREMA-D_033
clip_09152,CREMA-D,CREMA-D_043
clip_09153,CREMA-D,CREMA-D_012
clip_09154,TESS,TESS_001
clip_09157,TESS,TESS_001
clip_09158,RAVDESS,RAVDESS_018
clip_09159,CREMA-D,CREMA-D_048
clip_09160,CREMA-D,CREMA-D_001
clip_09161,CREMA-D,CREMA-D_017
clip_09163,CREMA-D,CREMA-D_032
clip_09164,TESS,TESS_000
clip_09165,CREMA-D,CREMA-D_067
clip_09166,CREMA-D,CREMA-D_047
clip_09167,CREMA-D,CREMA-D_042
clip_09168,CREMA-D,CREMA-D_058
clip_09169,CREMA-D,CREMA-D_020
clip_09171,CREMA-D,CREMA-D_062
clip_09173,TESS,TESS_000
clip_09175,CREMA-D,CREMA-D_000
clip_09176,CREMA-D,CREMA-D_066
clip_09177,TESS,TESS_001
clip_09178,TESS,TESS_000
clip_09179,CREMA-D,CREMA-D_058
clip_09180,CREMA-D,CREMA-D_059
clip_09181,CREMA-D,CREMA-D_045
clip_09182,TESS,TESS_000
clip_09183,CREMA-D,CREMA-D_003
clip_09184,CREMA-D,CREMA-D_040
clip_09185,CREMA-D,CREMA-D_010
clip_09186,CREMA-D,CREMA-D_041
clip_09187,TESS,TESS_001
clip_09188,RAVDESS,RAVDESS_006
clip_09189,RAVDESS,RAVDESS_016
clip_09190,CREMA-D,CREMA-D_012
clip_09192,CREMA-D,CREMA-D_025
clip_09193,CREMA-D,CREMA-D_036
clip_09194,CREMA-D,CREMA-D_065
clip_09196,CREMA-D,CREMA-D_020
clip_09198,TESS,TESS_000
clip_09199,CREMA-D,CREMA-D_053
clip_09200,CREMA-D,CREMA-D_065
clip_09201,TESS,TESS_001
clip_09202,RAVDESS,RAVDESS_017
clip_09203,CREMA-D,CREMA-D_002
clip_09206,RAVDESS,RAVDESS_006
clip_09207,CREMA-D,CREMA-D_009
clip_09208,TESS,TESS_000
clip_09209,TESS,TESS_000
clip_09210,CREMA-D,CREMA-D_009
clip_09212,RAVDESS,RAVDESS_011
clip_09213,CREMA-D,CREMA-D_053
clip_09214,RAVDESS,RAVDESS_012
clip_09215,CREMA-D,CREMA-D_016
clip_09216,CREMA-D,CREMA-D_054
clip_09218,CREMA-D,CREMA-D_030
clip_09219,CREMA-D,CREMA-D_018
clip_09220,CREMA-D,CREMA-D_009
clip_09222,CREMA-D,CREMA-D_058
clip_09223,RAVDESS,RAVDESS_013
clip_09224,CREMA-D,CREMA-D_003
clip_09227,CREMA-D,CREMA-D_044
clip_09229,CREMA-D,CREMA-D_048
clip_09230,CREMA-D,CREMA-D_040
clip_09232,TESS,TESS_000
clip_09233,RAVDESS,RAVDESS_017
clip_09234,CREMA-D,CREMA-D_060
clip_09235,TESS,TESS_000
clip_09236,TESS,TESS_000
clip_09237,TESS,TESS_000
clip_09239,TESS,TESS_000
clip_09240,CREMA-D,CREMA-D_069
clip_09241,CREMA-D,CREMA-D_054
clip_09242,RAVDESS,RAVDESS_003
clip_09244,CREMA-D,CREMA-D_056
clip_09245,CREMA-D,CREMA-D_065
clip_09246,CREMA-D,CREMA-D_054
clip_09247,TESS,TESS_000
clip_09248,CREMA-D,CREMA-D_014
clip_09249,CREMA-D,CREMA-D_062
clip_09250,TESS,TESS_000
clip_09251,CREMA-D,CREMA-D_067
clip_09252,CREMA-D,CREMA-D_002
clip_09255,CREMA-D,CREMA-D_046
clip_09259,CREMA-D,CREMA-D_070
clip_09260,CREMA-D,CREMA-D_060
clip_09263,CREMA-D,CREMA-D_030
clip_09264,TESS,TESS_000
clip_09265,CREMA-D,CREMA-D_056
clip_09266,TESS,TESS_001
clip_09267,TESS,TESS_000
clip_09268,CREMA-D,CREMA-D_028
clip_09269,CREMA-D,CREMA-D_011
clip_09270,TESS,TESS_001
clip_09271,TESS,TESS_001
clip_09272,RAVDESS,RAVDESS_006
clip_09274,CREMA-D,CREMA-D_012
clip_09275,CREMA-D,CREMA-D_058
clip_09276,CREMA-D,CREMA-D_056
clip_09277,CREMA-D,CREMA-D_001
clip_09278,TESS,TESS_000
clip_09279,CREMA-D,CREMA-D_031
clip_09280,CREMA-D,CREMA-D_054
clip_09281,CREMA-D,CREMA-D_055
clip_09282,CREMA-D,CREMA-D_057
clip_09283,CREMA-D,CREMA-D_038
clip_09284,CREMA-D,CREMA-D_031
clip_09285,TESS,TESS_000
clip_09286,RAVDESS,RAVDESS_013
clip_09287,CREMA-D,CREMA-D_050
clip_09288,TESS,TESS_001
clip_09289,CREMA-D,CREMA-D_035
clip_09290,CREMA-D,CREMA-D_055
clip_09293,CREMA-D,CREMA-D_060
clip_09295,CREMA-D,CREMA-D_006
clip_09296,CREMA-D,CREMA-D_045
clip_09297,CREMA-D,CREMA-D_017
clip_09298,CREMA-D,CREMA-D_066
clip_09299,CREMA-D,CREMA-D_043
clip_09300,CREMA-D,CREMA-D_033
clip_09301,RAVDESS,RAVDESS_012
clip_09302,CREMA-D,CREMA-D_010
clip_09303,TESS,TESS_001
clip_09304,CREMA-D,CREMA-D_016
clip_09305,TESS,TESS_000
clip_09306,CREMA-D,CREMA-D_018
clip_09307,CREMA-D,CREMA-D_037
clip_09309,CREMA-D,CREMA-D_008
clip_09312,TESS,TESS_001
clip_09313,TESS,TESS_000
clip_09314,TESS,TESS_000
clip_09315,RAVDESS,RAVDESS_003
clip_09316,CREMA-D,CREMA-D_034
clip_09317,CREMA-D,CREMA-D_046
clip_09318,CREMA-D,CREMA-D_070
clip_09319,CREMA-D,CREMA-D_009
clip_09320,CREMA-D,CREMA-D_062
clip_09321,CREMA-D,CREMA-D_036
clip_09322,CREMA-D,CREMA-D_029
clip_09323,TESS,TESS_001
clip_09324,CREMA-D,CREMA-D_054
clip_09325,CREMA-D,CREMA-D_067
clip_09326,TESS,TESS_001
clip_09327,CREMA-D,CREMA-D_067
clip_09328,RAVDESS,RAVDESS_011
clip_09329,TESS,TESS_001
clip_09330,RAVDESS,RAVDESS_019
clip_09331,CREMA-D,CREMA-D_003
clip_09332,CREMA-D,CREMA-D_061
clip_09333,CREMA-D,CREMA-D_033
clip_09334,CREMA-D,CREMA-D_017
clip_09335,TESS,TESS_001
clip_09336,CREMA-D,CREMA-D_033
clip_09337,CREMA-D,CREMA-D_062
clip_09338,TESS,TESS_000
clip_09340,CREMA-D,CREMA-D_047
clip_09342,CREMA-D,CREMA-D_031
clip_09343,TESS,TESS_000
clip_09345,CREMA-D,CREMA-D_020
clip_09346,TESS,TESS_001
clip_09347,CREMA-D,CREMA-D_065
clip_09348,TESS,TESS_000
clip_09350,RAVDESS,RAVDESS_006
clip_09351,CREMA-D,CREMA-D_005
clip_09353,TESS,TESS_000
clip_09354,CREMA-D,CREMA-D_028
clip_09355,CREMA-D,CREMA-D_034
clip_09356,CREMA-D,CREMA-D_037
clip_09357,CREMA-D,CREMA-D_028
clip_09358,CREMA-D,CREMA-D_055
clip_09359,RAVDESS,RAVDESS_010
clip_09360,UNKNOWN,UNKNOWN_pool
clip_09361,CREMA-D,CREMA-D_047
clip_09364,CREMA-D,CREMA-D_041
clip_09365,CREMA-D,CREMA-D_006
clip_09366,CREMA-D,CREMA-D_060
clip_09367,TESS,TESS_001
clip_09368,CREMA-D,CREMA-D_045
clip_09369,CREMA-D,CREMA-D_052
clip_09370,CREMA-D,CREMA-D_003
clip_09371,CREMA-D,CREMA-D_009
clip_09372,CREMA-D,CREMA-D_068
clip_09373,CREMA-D,CREMA-D_044
clip_09375,CREMA-D,CREMA-D_005
clip_09376,RAVDESS,RAVDESS_006
clip_09377,CREMA-D,CREMA-D_055
clip_09378,TESS,TESS_000
clip_09379,TESS,TESS_000
clip_09380,CREMA-D,CREMA-D_001
clip_09381,RAVDESS,RAVDESS_006
clip_09383,CREMA-D,CREMA-D_003
clip_09384,CREMA-D,CREMA-D_057
clip_09385,TESS,TESS_000
clip_09386,TESS,TESS_000
clip_09387,TESS,TESS_000
clip_09388,TESS,TESS_000
clip_09389,CREMA-D,CREMA-D_024
clip_09390,CREMA-D,CREMA-D_056
clip_09391,CREMA-D,CREMA-D_041
clip_09392,CREMA-D,CREMA-D_042
clip_09393,TESS,TESS_000
clip_09394,TESS,TESS_000
clip_09395,CREMA-D,CREMA-D_020
clip_09397,CREMA-D,CREMA-D_009
clip_09398,CREMA-D,CREMA-D_051
clip_09399,CREMA-D,CREMA-D_018
clip_09400,CREMA-D,CREMA-D_031
clip_09401,CREMA-D,CREMA-D_037
clip_09402,CREMA-D,CREMA-D_019
clip_09403,TESS,TESS_001
clip_09404,TESS,TESS_000
clip_09405,RAVDESS,RAVDESS_000
clip_09406,CREMA-D,CREMA-D_005
clip_09407,CREMA-D,CREMA-D_062
clip_09408,CREMA-D,CREMA-D_006
clip_09409,TESS,TESS_001
clip_09411,CREMA-D,CREMA-D_045
clip_09412,CREMA-D,CREMA-D_036
clip_09415,TESS,TESS_000
clip_09416,CREMA-D,CREMA-D_015
clip_09417,CREMA-D,CREMA-D_066
clip_09418,CREMA-D,CREMA-D_027
clip_09419,CREMA-D,CREMA-D_003
clip_09420,RAVDESS,RAVDESS_012
clip_09423,CREMA-D,CREMA-D_008
clip_09424,RAVDESS,RAVDESS_009
clip_09426,CREMA-D,CREMA-D_009
clip_09427,CREMA-D,CREMA-D_019
clip_09428,CREMA-D,CREMA-D_020
clip_09429,TESS,TESS_001
clip_09430,CREMA-D,CREMA-D_047
clip_09432,CREMA-D,CREMA-D_039
clip_09434,CREMA-D,CREMA-D_034
clip_09435,TESS,TESS_000
clip_09436,CREMA-D,CREMA-D_013
clip_09437,CREMA-D,CREMA-D_027
clip_09438,UNKNOWN,UNKNOWN_pool
clip_09439,TESS,TESS_000
clip_09440,CREMA-D,CREMA-D_004
clip_09441,CREMA-D,CREMA-D_044
clip_09442,CREMA-D,CREMA-D_004
clip_09443,CREMA-D,CREMA-D_016
clip_09444,CREMA-D,CREMA-D_022
clip_09445,CREMA-D,CREMA-D_003
clip_09446,CREMA-D,CREMA-D_025
clip_09447,TESS,TESS_001
clip_09448,CREMA-D,CREMA-D_026
clip_09449,CREMA-D,CREMA-D_002
clip_09451,CREMA-D,CREMA-D_038
clip_09453,TESS,TESS_001
clip_09454,CREMA-D,CREMA-D_048
clip_09456,TESS,TESS_000
clip_09457,TESS,TESS_001
clip_09458,TESS,TESS_000
clip_09459,RAVDESS,RAVDESS_000
clip_09460,TESS,TESS_000
clip_09461,RAVDESS,RAVDESS_007
clip_09462,CREMA-D,CREMA-D_051
clip_09463,TESS,TESS_001
clip_09464,TESS,TESS_001
clip_09466,CREMA-D,CREMA-D_067
clip_09467,RAVDESS,RAVDESS_013
clip_09469,CREMA-D,CREMA-D_036
clip_09470,RAVDESS,RAVDESS_013
clip_09471,TESS,TESS_001
clip_09473,TESS,TESS_000
clip_09474,CREMA-D,CREMA-D_015
clip_09475,CREMA-D,CREMA-D_013
clip_09476,CREMA-D,CREMA-D_042
clip_09478,CREMA-D,CREMA-D_021
clip_09479,TESS,TESS_001
clip_09480,RAVDESS,RAVDESS_011
clip_09481,CREMA-D,CREMA-D_020
clip_09482,CREMA-D,CREMA-D_009
clip_09483,CREMA-D,CREMA-D_037
clip_09485,CREMA-D,CREMA-D_019
clip_09486,CREMA-D,CREMA-D_003
clip_09487,TESS,TESS_000
clip_09488,CREMA-D,CREMA-D_035
clip_09489,CREMA-D,CREMA-D_005
clip_09490,CREMA-D,CREMA-D_070
clip_09491,CREMA-D,CREMA-D_018
clip_09492,CREMA-D,CREMA-D_056
clip_09493,CREMA-D,CREMA-D_044
clip_09495,CREMA-D,CREMA-D_051
clip_09496,RAVDESS,RAVDESS_010
clip_09498,RAVDESS,RAVDESS_006
clip_09499,CREMA-D,CREMA-D_019
clip_09500,CREMA-D,CREMA-D_048
clip_09501,TESS,TESS_000
clip_09502,CREMA-D,CREMA-D_055
clip_09503,CREMA-D,CREMA-D_026
clip_09504,TESS,TESS_001
clip_09505,CREMA-D,CREMA-D_005
clip_09506,CREMA-D,CREMA-D_003
clip_09507,CREMA-D,CREMA-D_011
clip_09508,CREMA-D,CREMA-D_057
clip_09509,RAVDESS,RAVDESS_012
clip_09510,TESS,TESS_001
clip_09511,CREMA-D,CREMA-D_036
clip_09512,TESS,TESS_001
clip_09514,TESS,TESS_001
clip_09515,TESS,TESS_000
clip_09516,CREMA-D,CREMA-D_018
clip_09517,CREMA-D,CREMA-D_069
clip_09518,TESS,TESS_000
clip_09519,CREMA-D,CREMA-D_031
clip_09520,CREMA-D,CREMA-D_033
clip_09521,CREMA-D,CREMA-D_044
clip_09522,CREMA-D,CREMA-D_071
clip_09523,CREMA-D,CREMA-D_041
clip_09524,TESS,TESS_001
clip_09527,CREMA-D,CREMA-D_070
clip_09528,RAVDESS,RAVDESS_012
clip_09529,CREMA-D,CREMA-D_060
clip_09532,TESS,TESS_000
clip_09533,CREMA-D,CREMA-D_024
clip_09534,CREMA-D,CREMA-D_063
clip_09535,CREMA-D,CREMA-D_060
clip_09536,CREMA-D,CREMA-D_024
clip_09537,CREMA-D,CREMA-D_071
clip_09538,TESS,TESS_000
clip_09539,RAVDESS,RAVDESS_004
clip_09540,CREMA-D,CREMA-D_008
clip_09541,RAVDESS,RAVDESS_007
clip_09542,CREMA-D,CREMA-D_035
clip_09543,TESS,TESS_000
clip_09544,CREMA-D,CREMA-D_069
clip_09545,RAVDESS,RAVDESS_012
clip_09546,CREMA-D,CREMA-D_007
clip_09547,CREMA-D,CREMA-D_041
clip_09549,CREMA-D,CREMA-D_021
clip_09550,TESS,TESS_001
